track_id,track_name,artist,album,genre,preview_url,cover_url,energy,danceability,tempo,popularity,acousticness,valence,duration_ms
1053934844,Hymn for the Weekend,Coldplay,A Head Full of Dreams,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/0f/4c/17/0f4c17b5-4c32-a75b-2121-4f0585f65d8e/mzaf_16455841633683979502.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/c8/0a/6d/c80a6df9-e55a-fb83-0311-f4776984ac67/mzm.lasidxkv.jpg/100x100bb.jpg,0.515,0.882,110.0,88,0.345,0.669,258827
1123076830,Speed of Sound,Coldplay,X&Y,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/71/43/70/71437058-1d39-b12c-2b37-a1b14a5d26f0/mzaf_5970876114034094619.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/0c/82/48/0c8248a8-4a5b-d30d-8056-f32d650d2fc9/190295978068.jpg/100x100bb.jpg,0.683,0.719,116.8,55,0.303,0.614,288393
1122782284,Trouble,Coldplay,Parachutes,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/25/e9/92/25e9922c-1808-4198-4c94-ff8a58475dd9/mzaf_16674087831264377666.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/f5/93/8c/f5938c49-964c-31d1-4b33-78b634f71fb7/190295978075.jpg/100x100bb.jpg,0.598,0.446,115.0,89,0.346,0.478,270731
1634656153,Coldplay,Lizzo,Special,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/0d/d4/88/0dd488f3-20f2-38b1-7d8b-964315364364/mzaf_15781711595571456481.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/b8/20/f9/b820f951-e53c-93bf-e75d-33df6165e7c1/075679736109.jpg/100x100bb.jpg,0.919,0.817,139.5,65,0.176,0.797,175497
1619162977,Coldplay,Lizzo,Special,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/1a/9d/6a/1a9d6aad-5ef4-bb17-ed37-16be96d75402/mzaf_9758318336553609418.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/63/4a/b8/634ab8d4-abbd-d00a-8913-3048bc89cb4d/075679749123_01.jpg/100x100bb.jpg,0.824,0.709,120.5,63,0.218,0.681,175497
1611794346,Coldplay,Cali y El Dandee & Aitana,Malibu,Urbano latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/46/70/f4/4670f47a-22ec-3746-b92d-dc5b6f59761a/mzaf_9104206671593214029.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/dc/6c/b5/dc6cb5de-5d72-e535-8cb9-6aa268b5e338/22UMGIM10443.rgb.jpg/100x100bb.jpg,0.435,0.633,106.0,62,0.558,0.467,183516
829909824,Magic,Coldplay,Ghost Stories,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/23/e4/d5/23e4d5ef-f001-dee1-055d-276f9088f725/mzaf_9119785706370797971.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/60/90/ad/6090adc3-8863-861d-afcc-23c55c6fe5da/dj.vmtulfyu.jpg/100x100bb.jpg,0.494,0.786,115.8,62,0.458,0.564,285014
1238214567,Coldplay,David Ryan Harris,Songs for Other People,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/e0/1d/a1/e01da1ca-f5fc-06fe-c234-0412e126bd93/mzaf_14696762468514744411.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music117/v4/21/6f/5a/216f5a9a-2869-d7f3-0093-72219a4c463f/5054526998179_1.jpg/100x100bb.jpg,0.885,0.517,124.8,57,0.263,0.58,239133
1122776153,In My Place,Coldplay,A Rush of Blood to the Head,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/7e/4a/64/7e4a6499-cc19-c959-52f4-85d8b112dea2/mzaf_83693645677956157.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/b9/b4/2a/b9b42ad1-1e25-5096-da43-497a247e69a3/190295978051.jpg/100x100bb.jpg,0.629,0.608,98.0,85,0.312,0.363,228523
1122782218,Don't Panic,Coldplay,Parachutes,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/0b/1b/e2/0b1be29c-df3f-38e5-3dfd-9609d71319fd/mzaf_5477629674077666453.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/f5/93/8c/f5938c49-964c-31d1-4b33-78b634f71fb7/190295978075.jpg/100x100bb.jpg,0.626,0.856,82.8,65,0.231,0.384,137225
1576350174,My Universe,Coldplay X BTS,Music of the Spheres,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ac/9a/20/ac9a20f7-0065-92f0-7fbe-c136bc5ddcf4/mzaf_10985566651421931051.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/df/60/00/df600071-c5c7-24e7-e4d7-1a6b71fa44e7/190296529818.jpg/100x100bb.jpg,0.91,0.809,111.2,61,0.299,0.754,226198
1751728949,ALL MY LOVE,Coldplay,Moon Music,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/d2/7b/38/d27b3887-8233-7927-50ee-1e340cae6da3/mzaf_3449246519901782513.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/af/3c/0f/af3c0fe2-1c4f-8499-67a8-14a8e41fdbf8/5021732410535.jpg/100x100bb.jpg,0.404,0.595,86.7,72,0.434,0.352,222648
1122778616,Viva la Vida,Coldplay,Viva la Vida (Prospekt's March Edition),Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/0b/17/33/0b17337d-f9f4-2697-e1c7-dcbce168d3e0/mzaf_18318399393001191915.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/56/bc/3d/56bc3d9c-0a4a-0466-643e-eb9bd748e8bf/190295978037.jpg/100x100bb.jpg,0.576,0.766,101.6,75,0.398,0.579,241445
726373184,Every Teardrop Is a Waterfall,Coldplay,Mylo Xyloto,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/df/bb/32/dfbb3281-fa68-d3f4-27de-c2418810e4e1/mzaf_8315751059057076778.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/41/1c/fa411c37-7a65-8a3e-71c9-4b566c49617c/5099967983858_1562x1562_300dpi.jpg/100x100bb.jpg,0.625,0.479,95.5,73,0.291,0.694,240800
1053934845,Everglow,Coldplay,A Head Full of Dreams,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/04/cb/99/04cb99bc-73fd-b7a6-51a9-28443109b6d3/mzaf_1623339256922498895.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/c8/0a/6d/c80a6df9-e55a-fb83-0311-f4776984ac67/mzm.lasidxkv.jpg/100x100bb.jpg,0.508,0.731,116.5,72,0.35,0.33,282693
1591327704,Coldplay,Cali y El Dandee & Aitana,Coldplay - Single,Urbano latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/59/fe/27/59fe277b-7f7d-7e18-d664-70a38f903064/mzaf_12511971758024012083.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/89/cb/91/89cb91fd-74f6-1018-e8fb-7d11a2cde9f8/21UM1IM31027.rgb.jpg/100x100bb.jpg,0.564,0.517,104.9,90,0.22,0.44,183516
1564099110,Higher Power,Coldplay,Higher Power - Single,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ab/98/9f/ab989fad-aa1b-06b6-a35a-47c9195fb425/mzaf_9522994336672865496.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/4c/da/68/4cda687a-bce3-4dcf-3df0-6e1fedae0e3b/190296697883.jpg/100x100bb.jpg,0.668,0.864,105.4,60,0.515,0.55,211295
1313598133,Coldplay (feat. Vic Mensa),Mr Hudson,Coldplay (feat. Vic Mensa) - Single,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/73/b1/ce/73b1ce1f-1007-03c9-7b69-7023c8515c4c/mzaf_9158935034178400317.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/4b/7c/c2/4b7cc2e8-10c7-ff44-099d-73cd42a13417/hudson.jpg/100x100bb.jpg,0.881,0.749,125.6,72,0.072,0.618,220000
1113524797,Hymn for the Weekend (Seeb Remix),Coldplay,Hymn for the Weekend (Seeb Remix) - Single,Dance,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/a9/3d/9a/a93d9a39-8748-3253-2df0-8a0a9719f639/mzaf_18316598874595262631.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ab/f3/6e/abf36e9a-fd55-4ed4-5872-0ac6827c5def/190295946890.jpg/100x100bb.jpg,0.718,0.431,105.9,67,0.247,0.583,212647
1445846955,Coldplay - Fix You (Remix),PABLO BENDR,Coldplay - Fix You (Remix) - Single,Electronic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/33/2d/57/332d57ae-f4de-12f9-2a95-7c84085ce3b1/mzaf_17992811522400331392.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/f6/2b/3c/f62b3c02-7795-05ea-0728-72fa980524e5/95e23bb5-b160-449e-8c1e-1b4da9e33e61.jpg/100x100bb.jpg,0.771,0.705,106.2,50,0.016,0.666,231944
6767665822,I Only Miss You,Megan Moroney & Ed Sheeran,Cloud 9,Country,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/88/e5/b0/88e5b00c-9005-ef8c-0605-9fa3fb161e5a/mzaf_10253672409639842780.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/2e/20/dd/2e20dd60-829d-64bf-94fc-a22d3f2b5140/196874388792.jpg/100x100bb.jpg,0.465,0.478,100.7,85,0.224,0.423,245430
1193701400,Perfect,Ed Sheeran,÷ (Deluxe),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/c7/ba/bc/c7babc66-f598-aaa6-bcf6-307281795817/mzaf_16337361235117168274.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/15/e6/e8/15e6e8a4-4190-6a8b-86c3-ab4a51b88288/190295851286.jpg/100x100bb.jpg,0.608,0.887,102.3,67,0.069,0.599,263400
1050204631,Thinking Out Loud,Ed Sheeran,x (Wembley Edition),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/78/a5/f2/78a5f25e-ad1b-718d-82ad-b82e676c1855/mzaf_6133970271589343093.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/2d/36/f9/2d36f9a7-2c3e-ce0f-7fb6-036feecb221f/825646974450.jpg/100x100bb.jpg,0.944,0.812,120.6,67,0.165,0.881,281560
1193701392,Shape of You,Ed Sheeran,÷ (Deluxe),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/44/c7/4f/44c74f0d-72dc-6143-d4d0-ba14d661ca0d/mzaf_9566898362556366703.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/15/e6/e8/15e6e8a4-4190-6a8b-86c3-ab4a51b88288/190295851286.jpg/100x100bb.jpg,0.967,0.878,137.0,67,0.205,0.601,233713
1581087034,Shivers,Ed Sheeran,=,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/a8/9f/a5/a89fa5e9-8a3b-77bb-e081-866067d3f213/mzaf_13889707114574366771.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/c5/d8/c6/c5d8c675-63e3-6632-33db-2401eabe574d/190296491412.jpg/100x100bb.jpg,0.63,0.74,102.7,56,0.006,0.831,207853
1050204626,Photograph,Ed Sheeran,x (Wembley Edition),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/11/4f/6a/114f6ad0-165c-1e3c-8fbd-df4707d7ae26/mzaf_12480083080052535279.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/2d/36/f9/2d36f9a7-2c3e-ce0f-7fb6-036feecb221f/825646974450.jpg/100x100bb.jpg,0.986,0.877,113.6,60,0.033,0.888,258987
1571330212,Bad Habits,Ed Sheeran,Bad Habits - Single,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/f2/08/5d/f2085d7c-a4d0-451b-4d1d-ccc3057ab6e2/mzaf_11771336260379351390.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/63/45/cc/6345cc98-aa83-ad6e-e3c9-1a36ff9838a4/190296614316.jpg/100x100bb.jpg,0.791,0.566,120.2,90,0.191,0.598,230747
1193701328,Castle on the Hill,Ed Sheeran,÷ (Deluxe),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/07/be/08/07be085d-6f06-8b4e-cea1-f40b4dca3815/mzaf_12958775594313934161.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/15/e6/e8/15e6e8a4-4190-6a8b-86c3-ab4a51b88288/190295851286.jpg/100x100bb.jpg,0.802,0.628,111.8,91,0.051,0.761,261154
1193701329,Dive,Ed Sheeran,÷ (Deluxe),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e0/09/a2/e009a2a8-0631-e674-08ab-c4dfef784ee7/mzaf_6040868619573536593.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/15/e6/e8/15e6e8a4-4190-6a8b-86c3-ab4a51b88288/190295851286.jpg/100x100bb.jpg,0.691,0.413,133.6,79,0.069,0.539,238440
448213995,The A Team,Ed Sheeran,+ (Deluxe Version),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ac/10/2c/ac102c22-cd64-b2ad-5d2e-03923594c1a3/mzaf_3740743634676510964.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Features115/v4/65/fb/84/65fb8432-f539-d67d-0670-b1358d16e5af/contsched.zkbwdtfj.jpg/100x100bb.jpg,0.794,0.572,100.5,57,0.087,0.503,258373
1193701439,Happier,Ed Sheeran,÷ (Deluxe),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/a5/a3/4e/a5a34ec0-b0d1-a1c5-32ef-31795d968b5f/mzaf_6657904390746527335.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/15/e6/e8/15e6e8a4-4190-6a8b-86c3-ab4a51b88288/190295851286.jpg/100x100bb.jpg,0.783,0.493,111.6,77,0.037,0.785,207520
1464549657,Beautiful People (feat. Khalid),Ed Sheeran,No.6 Collaborations Project,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/79/fd/08/79fd084c-bbec-f02c-c7a7-98a7c4b70c51/mzaf_11310003524059832509.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/ba/e2/2a/bae22a5e-c878-da64-0ecc-4a3584a1a139/190295411411.jpg/100x100bb.jpg,0.887,0.804,129.5,71,0.231,0.792,197867
1193701436,Galway Girl,Ed Sheeran,÷ (Deluxe),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/26/98/fc/2698fc53-3774-bd3c-8b22-f1f845eacdaf/mzaf_11930414004759637913.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/15/e6/e8/15e6e8a4-4190-6a8b-86c3-ab4a51b88288/190295851286.jpg/100x100bb.jpg,0.928,0.511,103.0,55,0.234,0.648,170827
1464549844,I Don't Care,Ed Sheeran & Justin Bieber,No.6 Collaborations Project,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/1b/d1/7c/1bd17ca5-3131-ac45-61c7-102dbff79f0b/mzaf_14520739167216852430.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/ba/e2/2a/bae22a5e-c878-da64-0ecc-4a3584a1a139/190295411411.jpg/100x100bb.jpg,0.727,0.637,105.4,82,0.064,0.802,219947
1193701511,Supermarket Flowers,Ed Sheeran,÷ (Deluxe),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/44/90/04/449004e1-231a-d86c-4b22-85649318a91a/mzaf_12767011678800417401.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/15/e6/e8/15e6e8a4-4190-6a8b-86c3-ab4a51b88288/190295851286.jpg/100x100bb.jpg,0.922,0.715,113.5,80,0.204,0.79,221107
1318665245,Perfect Duet (with Beyoncé),Ed Sheeran,Perfect Duet (with Beyoncé) - Single,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/52/b9/7c/52b97cef-2a76-c24d-28ce-f0b3c20dc329/mzaf_15854132546436328732.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/6f/24/35/6f2435c0-bd47-5882-8211-c4bab6661841/190295694975.jpg/100x100bb.jpg,0.614,0.844,114.6,85,0.052,0.583,259550
1050204624,Don't,Ed Sheeran,x (Wembley Edition),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/9e/d6/cc/9ed6cc2c-3eef-1af4-6b11-2ae63058791a/mzaf_17477241318906078979.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/2d/36/f9/2d36f9a7-2c3e-ce0f-7fb6-036feecb221f/825646974450.jpg/100x100bb.jpg,0.806,0.526,104.0,59,0.271,0.684,219840
448214026,Give Me Love,Ed Sheeran,+ (Deluxe Version),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b7/ef/df/b7efdfe7-c56f-dc4c-99a0-af7229a4793a/mzaf_1739226333660035818.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Features115/v4/65/fb/84/65fb8432-f539-d67d-0670-b1358d16e5af/contsched.zkbwdtfj.jpg/100x100bb.jpg,0.616,0.733,104.1,81,0.136,0.537,526387
1706219804,Let Her Go (feat. Ed Sheeran) [Anniversary Edition Acoustic],Passenger,All The Little Lights (Anniversary Edition),Singer/Songwriter,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/72/cb/f6/72cbf6f1-f42f-83e3-f16b-8c396e5bc40e/mzaf_10236295888113702894.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/1f/82/52/1f8252d9-d3f1-3deb-2989-58155494ede4/067003148856.png/100x100bb.jpg,0.417,0.67,104.1,65,0.261,0.412,255933
1673804556,Eyes Closed,Ed Sheeran,- (Deluxe),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/15/ea/17/15ea171d-169b-7ac9-a388-868f68b93a03/mzaf_18169731938001158680.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/c2/4c/36/c24c3631-08b8-b576-345a-259b395f8dbd/5054197591464.jpg/100x100bb.jpg,0.789,0.868,132.6,85,0.159,0.584,194849
448214025,Kiss Me,Ed Sheeran,+ (Deluxe Version),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/9a/27/9f/9a279fbe-b62d-7aac-a8ce-130109b320a4/mzaf_17438423622230821937.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Features115/v4/65/fb/84/65fb8432-f539-d67d-0670-b1358d16e5af/contsched.zkbwdtfj.jpg/100x100bb.jpg,0.784,0.58,136.5,65,0.021,0.593,280853
1193701520,Nancy Mulligan,Ed Sheeran,÷ (Deluxe),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/5c/9a/a0/5c9aa0db-2f17-9f23-9585-a5da0059fded/mzaf_15287848746337148134.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/15/e6/e8/15e6e8a4-4190-6a8b-86c3-ab4a51b88288/190295851286.jpg/100x100bb.jpg,0.693,0.882,124.9,51,0.118,0.899,179787
1440934249,End Game (feat. Ed Sheeran & Future),Taylor Swift,reputation,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/0a/e5/28/0ae52806-8f53-89af-17a7-870ec7afbafa/mzaf_8134453282110182509.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/eb/e6/06/ebe606da-e00f-82d3-47f3-b79904eed541/17UM1IM24651.rgb.jpg/100x100bb.jpg,0.964,0.622,131.7,86,0.084,0.617,244821
1464549675,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,No.6 Collaborations Project,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/18/5c/c8/185cc818-ce4e-8789-7b33-88bfd35de3af/mzaf_16453604079127258361.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/ba/e2/2a/bae22a5e-c878-da64-0ecc-4a3584a1a139/190295411411.jpg/100x100bb.jpg,0.813,0.849,103.7,84,0.135,0.813,204467
1687005657,Life Goes On (feat. Luke Combs),Ed Sheeran,Life Goes On (feat. Luke Combs) - Single,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/78/af/bb/78afbba7-7261-f81d-3602-a7e1a3b6666c/mzaf_1032988937482871810.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/38/36/bf/3836bff2-2eab-bbf7-8b80-ded75ffbaebc/5054197677786.jpg/100x100bb.jpg,0.99,0.738,113.4,52,0.236,0.575,210209
448214023,Lego House,Ed Sheeran,+ (Deluxe Version),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/55/4b/86/554b86c1-9c31-5629-43bd-6d753e75bd28/mzaf_17199857534869997590.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Features115/v4/65/fb/84/65fb8432-f539-d67d-0670-b1358d16e5af/contsched.zkbwdtfj.jpg/100x100bb.jpg,0.884,0.603,105.3,53,0.066,0.724,185093
